book_title,author,average_rating,rating_count,review_count,number_of_page,first_publish_year,editions,format,language,ISBN,link
"Mathematical Foundations of Computer Science 2000: 25th International Symposium, Mfcs 2000 Bratislava, Slovakia, August 28 - September 1, 2000 Proceedings","['Mogens Nielsen', 'Branislav Rovan']",0.0,0,0,710,2000,1,Paperback,English,ISBN3540679014(ISBN13:9783540679011),https://www.goodreads.com/book/show/115127.Mathematical_Foundations_of_Computer_Science_2000?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1645
Conditionals: From Philosophy to Computer Science,"['G. Crocco', 'Luis Fariñas del Cerro', 'Alois Herzig']",0.0,0,0,376,1995,1,Hardcover,English,ISBN0198538618(ISBN13:9780198538615),https://www.goodreads.com/book/show/390609.Conditionals?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1646
Computational Modeling and Problem Solving in the Networked World: Interfaces in Computer Science and Operations Research,"['Hemant K. Bhargava', 'Nong Ye']",0.0,0,0,325,2002,2,Hardcover,English,ISBN1402072953(ISBN13:9781402072956),https://www.goodreads.com/book/show/9712823-computational-modeling-and-problem-solving-in-the-networked-world?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1648
"The Evolution Of Conceptual Modeling: From A Historical Perspective Towards The Future Of Conceptual Modeling (Lecture Notes In Computer Science / ... Applications, Incl. Internet/Web, And Hci)","['Roland Kaschek', 'Lois M.L. Delcambre']",0.0,0,0,330,2011,2,Paperback,English,ISBN364217504X(ISBN13:9783642175046),https://www.goodreads.com/book/show/11199925-the-evolution-of-conceptual-modeling?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1649
"Ubiquitous Computing And Multimedia Applications: Second International Conference, Ucma 2011, Daejeon, Korea, April 13 15, 2011. Proceedings, Part I ... In Computer And Information Science)","['Tai-Hoon Kim', 'Hojjat Adeli', 'Rosslin John Robles', 'Maricel Balitanas']",0.0,0,0,383,2011,1,Paperback,English,ISBN3642209742(ISBN13:9783642209741),https://www.goodreads.com/book/show/12994717-ubiquitous-computing-and-multimedia-applications?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1650
"Evolutionary Multi-Criterion Optimization: 4th International Conference, Emo 2007 Matusshima, Japan, March 5-8, 2007 Proceedings. Lecture Notes in Computer Science, Vol 4403.","['Shigeru Obayashi', 'Kalyanmoy Deb', 'Carlo Poloni', 'Tomoyuki Hiroyasu', 'Tadahiko Murata']",0.0,0,0,951,2007,1,ebook,,ISBN1280865075(ISBN13:9781280865077),https://www.goodreads.com/book/show/16808096-evolutionary-multi-criterion-optimization?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1652
"Real-World Applications of Evolutionary Computing: EvoWorkshops 2000: EvoIASP, EvoSCONDI, EvoTel, EvoSTIM, EvoRob, and EvoFlight, Edinburgh, Scotland, ... (Lecture Notes in Computer Science)","['Stefano Cagnoni', 'Riccardo Poli', 'George D. Smith', 'David Corne', 'Martin Oates', 'Emma Hart', 'Pier Luca Lanzi', 'Egbert J. Willem', 'Yun Li', 'Ben Paechter', 'Terence C. Fogarty']",0.0,0,0,400,2000,3,Kindle Edition,English,,https://www.goodreads.com/book/show/20035408-real-world-applications-of-evolutionary-computing?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1654
Design Criteria for Low Distortion in Feedback Opamp Circuits (The Springer International Series in Engineering and Computer Science),"['Bjornar Hernes', 'Trond Saether', 'Willy M.C. Sansen']",0.0,0,0,160,2003,1,Kindle Edition,English,,https://www.goodreads.com/book/show/19565901-design-criteria-for-low-distortion-in-feedback-opamp-circuits?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1656
"Computer Science Logic: 18th International Workshop, CSL 2004, 13th Annual Conference of the Eacsl, Karpacz, Poland, September 20-24, 2004, Proceedings","['European Association for Computer Scienc', 'Andrzej Tarlecki', 'European Association for Computer Scienc']",0.0,0,0,522,2004,1,Paperback,English,ISBN3540230246(ISBN13:9783540230243),https://www.goodreads.com/book/show/5062450-computer-science-logic?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1658
"Colog-88: International Conference on Computer Logic Tallinn, Ussr, December 12-16, 1988 Proceedings (Lecture Notes in Computer Science)","['International Conference on Computer Logic', 'Per Martin-Lof', 'G.E. Mints']",0.0,0,0,338,1990,1,Paperback,,ISBN0387523359(ISBN13:9780387523354),https://www.goodreads.com/book/show/6248632-colog-88?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1659
Bihar STET Computer Science MCQ : computer science mcq,Computer Key99,0.0,0,0,,,1,Kindle Edition,,,https://www.goodreads.com/book/show/55435759-bihar-stet-computer-science-mcq?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1660
"Minds, Brains, and Computers: An Historical Introduction to the Foundations of Cognitive Science","['Robert Cummins', 'Denise D. Cummins']",3.91,11,1,564,2000,1,Paperback,English,ISBN1557868778(ISBN13:9781557868770),https://www.goodreads.com/book/show/316966.Minds_Brains_and_Computers?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1661
"Computer Programming Crash Course: 7 Books in 1- Coding Languages for Beginners: C++, C#, SQL, Python, Data Science for Python, Raspberry pi and Arduino. Teach Yourself to Code. Learn Faster.",Julian James McKinnon,3.0,2,0,,,2,Kindle Edition,,,https://www.goodreads.com/book/show/53540086-computer-programming-crash-course?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1662
"Foundations of Computer Science, 38th Symposium","['Institute of Electrical and Electronics Engineers', 'Institute of Electrical and Electronics Engineers']",0.0,0,0,606,1997,1,Paperback,,ISBN0818681977(ISBN13:9780818681974),https://www.goodreads.com/book/show/21881648-foundations-of-computer-science-38th-symposium?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1663
Logic in Computer Science (Lics '99) 14th Symposium,Institute of Electrical and Electronics Engineers,0.0,0,0,550,1999,1,Paperback,,ISBN0769501583(ISBN13:9780769501581),https://www.goodreads.com/book/show/21879713-logic-in-computer-science-lics-99-14th-symposium?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1664
Advances in Computer Science Asian 2004. Higherlevel Decision Making,Michael J. Maher,0.0,0,0,,2005,1,ebook,,ISBN3540305025(ISBN13:9783540305026),https://www.goodreads.com/book/show/20865077-advances-in-computer-science-asian-2004-higherlevel-decision-making?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1665
"Discrete Geometry for Computer Imagery: 8th International Conference, DGCI'99, Marne-la-Vallee, France, March 17-19, 1999 Proceedings (Lecture Notes in Computer Science)","['Gilles Bertrand', 'Michel Couprie', 'Laurent Perroton']",0.0,0,0,470,1999,3,Kindle Edition,English,ISBN3540491260(ISBN13:9783540491262),https://www.goodreads.com/book/show/8284277-discrete-geometry-for-computer-imagery?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1666
Algebra and Coalgebra in Computer Science,Andrea Corradini,0.0,0,0,,2011,2,ebook,,ISBN3642229441(ISBN13:9783642229442),https://www.goodreads.com/book/show/20866843-algebra-and-coalgebra-in-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1667
Pearson Custom Computer Science (6th Edition) (Java Software Solutions Abridged 6th Edition),John   Lewis,0.0,0,0,392,,1,Paperback,English,ISBN0558060927(ISBN13:9780558060923),https://www.goodreads.com/book/show/22006886-pearson-custom-computer-science-6th-edition?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1668
"Proceedings of 2009 International Conference on Information, Electronic and Computer Science: Iciecs 2009: Qingdao, China, November 21-22, 2009",Feng Gao,0.0,0,0,700,2009,1,Hardcover,,ISBN1846260191(ISBN13:9781846260193),https://www.goodreads.com/book/show/22115989-proceedings-of-2009-international-conference-on-information-electronic?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1669
Computer Science: Supercomputers,Tim Votki,0.0,0,0,111,2012,1,Kindle Edition,English,,https://www.goodreads.com/book/show/22176033-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1670
GCSE Colour Computer Science 'Mark & Track' Worksheets II: Worksheets for the classroom. Questions only.,Mrs Shaf Cangil,0.0,0,0,112,2013,1,Paperback,,ISBN1484939069(ISBN13:9781484939062),https://www.goodreads.com/book/show/22966691-gcse-colour-computer-science-mark-track-worksheets-ii?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1671
"Teaching Formal Methods: CoLogNET/FME Symposium, TFM 2004, Ghent, Belgium, November 18-19, 2004. Proceedings (Lecture Notes in Computer Science)","['C. Neville Dean', 'Raymond T. Boute']",0.0,0,0,252,2008,2,Kindle Edition,English,ISBN3662194708(ISBN13:9783662194706),https://www.goodreads.com/book/show/20178389-teaching-formal-methods?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1672
"Sigcse '09: Proceedings of the 40th ACM Technical Symposium on Computer Science Education, Chattanooga, Tennessee, USA, March 4-7, 2009",Association for Computing Machinery,0.0,0,0,582,2009,1,Hardcover,,ISBN1605585041(ISBN13:9781605585048),https://www.goodreads.com/book/show/22223591-sigcse-09?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1673
Springerbriefs in Computer Science,Cicero Nogueira dos Santos,0.0,0,0,80,2014,1,Unknown Binding,,ISBN1447129784(ISBN13:9781447129783),https://www.goodreads.com/book/show/23075235-springerbriefs-in-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1674
"Mathematics, Statistics & Computer Science",Careers Research and Advisory Centre (Cambridge England),0.0,0,0,152,2007,1,Unknown Binding,,ISBN1906041148(ISBN13:9781906041144),https://www.goodreads.com/book/show/23106631-mathematics-statistics-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1675
"Guide to Network Cabling Fundamentals: Computer science, Computer networking",Cram101 Textbook Reviews,0.0,0,0,83,,2,Kindle Edition,English,,https://www.goodreads.com/book/show/32076418-guide-to-network-cabling-fundamentals?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1677
"Pattern Recognition and Image Analysis: 7th Iberian Conference, IbPRIA 2015, Santiago de Compostela, Spain, June 17-19, 2015, Proceedings (Lecture Notes in Computer Science)","['Roberto Paredes', 'Jaime S. Cardoso', 'Xosé M. Pardo']",0.0,0,0,756,,1,Kindle Edition,English,,https://www.goodreads.com/book/show/32061431-pattern-recognition-and-image-analysis?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1678
"Graph-Theoretic Concepts in Computer Science: 42nd International Workshop, WG 2016, Istanbul, Turkey, June 22-24, 2016, Revised Selected Papers (Lecture Notes in Computer Science)",Pinar Heggernes,0.0,0,0,307,,1,Kindle Edition,English,,https://www.goodreads.com/book/show/32311631-graph-theoretic-concepts-in-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1679
"Reliable Software Technologies Ada-Europe 2000: 5th Ada-Europe International Conference Potsdam, Germany, June 26-30, 2000, Proceedings (Lecture Notes in Computer Science)","['Hubert B. Keller', 'Erhard Plödereder']",0.0,0,0,306,2000,3,Kindle Edition,English,ISBN354045098X(ISBN13:9783540450986),https://www.goodreads.com/book/show/20118562-reliable-software-technologies-ada-europe-2000?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1680
Communities of Computing: Computer Science and Society in the ACM,Thomas J Misa,4.0,1,0,422,,1,ebook,,ISBN1970001852(ISBN13:9781970001853),https://www.goodreads.com/book/show/33037540-communities-of-computing?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1682
Innovations in Computer Science and Engineering,Tom Halt,0.0,0,0,222,,1,Hardcover,,ISBN1682851311(ISBN13:9781682851319),https://www.goodreads.com/book/show/30279680-innovations-in-computer-science-and-engineering?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1684
GATE Computer Science and information technolog 1116 expected questions V1 (GATE CSIT 1116 practice questions & solutions V1),ACE Engineering,0.0,0,0,308,,1,Paperback,English,ISBN1499267045(ISBN13:9781499267044),https://www.goodreads.com/book/show/31212662-gate-computer-science-and-information-technolog-1116-expected-questions?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1685
"Advances in Intelligent Systems and Computing: Selected Papers from the International Conference on Computer Science and Information Technologies, Csit 2016, September 6-10 LVIV, Ukraine",Natalya Shakhovska,0.0,0,0,295,,1,Paperback,,ISBN3319459902(ISBN13:9783319459905),https://www.goodreads.com/book/show/31326211-advances-in-intelligent-systems-and-computing?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1686
"Multi-Image Analysis: 10th International Workshop on Theoretical Foundations of Computer Vision Dagstuhl Castle, Germany, March 12-17, 2000 Revised Papers (Lecture Notes in Computer Science)","['Reinhard Klette', 'Thomas Huang', ""Georgy Gimel'farb""]",0.0,0,0,296,2001,3,Kindle Edition,English,ISBN354045134X(ISBN13:9783540451341),https://www.goodreads.com/book/show/19691604-multi-image-analysis?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1687
"Black and White Business Computing: Computer Science, Information Technology",Cram101 Textbook Reviews,0.0,0,0,41,,1,ebook,,ISBN1490289437(ISBN13:9781490289434),https://www.goodreads.com/book/show/31218400-black-and-white-business-computing?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1688
"Data, Voice and Video Cabling: Computer Science, Database Management",Cram101 Textbook Reviews,0.0,0,0,35,,1,ebook,,ISBN1490289615(ISBN13:9781490289618),https://www.goodreads.com/book/show/31218414-data-voice-and-video-cabling?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1689
"Data Structures Using C++: Computer Science, Software Engineering",Cram101 Textbook Reviews,0.0,0,0,50,,1,ebook,,ISBN1490289623(ISBN13:9781490289625),https://www.goodreads.com/book/show/31218415-data-structures-using-c?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1690
10 Years' Solved Papers GATE: Instrumentation Engineering: Computer Science and Information Technology,The GATE Academy,0.0,0,0,,,1,Paperback,,ISBN8131517233(ISBN13:9788131517239),https://www.goodreads.com/book/show/30331319-10-years-solved-papers-gate?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1693
Computer Science: Computability,Tokiou Narusawa,0.0,0,0,38,,2,Kindle Edition,English,,https://www.goodreads.com/book/show/30840700-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1694
Oswaal CBSE CCE Question Bank with Complete Solutions for Class 12 Computer Science C++(for 2017 Exams),Panel of Experts,0.0,0,0,232,,1,Paperback,,ISBN9351279731(ISBN13:9789351279730),https://www.goodreads.com/book/show/33280131-oswaal-cbse-cce-question-bank-with-complete-solutions-for-class-12-compu?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1695
"Smart Computing and Communication: First International Conference, SmartCom 2016, Shenzhen, China, December 17-19, 2016, Proceedings (Lecture Notes in Computer Science)",Meikang Qiu,0.0,0,0,589,,1,Kindle Edition,,,https://www.goodreads.com/book/show/41458446-smart-computing-and-communication?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1697
"Breast Imaging: 13th International Workshop, IWDM 2016, Malmö, Sweden, June 19-22, 2016, Proceedings (Lecture Notes in Computer Science)","['Anders Tingberg', 'Kristina Lång', 'Pontus Timberg']",0.0,0,0,688,,1,Kindle Edition,,,https://www.goodreads.com/book/show/41464414-breast-imaging?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1698
"Advances in Information and Computer Security: 12th International Workshop on Security, IWSEC 2017, Hiroshima, Japan, August 30 – September 1, 2017, Proceedings (Lecture Notes in Computer Science)","['Satoshi Obana', 'Koji Chida']",0.0,0,0,243,,1,Kindle Edition,,,https://www.goodreads.com/book/show/40816404-advances-in-information-and-computer-security?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1699
Concrete mathematics. Mathematical foundations of computer science. 2 ed / Konkretnaya matematika. Matematicheskie osnovy informatiki. 2-e izd,"Donald E., Patashnik O. Grekhem R.L.",0.0,0,0,,,1,Hardcover,,ISBN5845915880(ISBN13:9785845915887),https://www.goodreads.com/book/show/41972538-concrete-mathematics-mathematical-foundations-of-computer-science-2-ed?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1700
TRB Lecturers ( Computer Science & Engineering ) Exam ( Govt Polytechnic Colleges ) Books 2017,"['A Pannel of Authors', 'TRB Lecturers ( Computer Science & Engineering ) Exam ( Govt Polytechnic Colleges ) Books 2017']",0.0,0,0,617,,1,Paperback,,ISBN9380665938(ISBN13:9789380665931),https://www.goodreads.com/book/show/41971485-trb-lecturers-computer-science-engineering-exam-govt-polytechnic?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1703
GATE 2019 Guide Computer Science And Information Technology,GK PUBLICATION,0.0,0,0,,,1,Kindle Edition,,,https://www.goodreads.com/book/show/42051809-gate-2019-guide-computer-science-and-information-technology?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1704
"Formal Concept Analysis: 13th International Conference, ICFCA 2015, Nerja, Spain, June 23-26, 2015, Proceedings (Lecture Notes in Computer Science Book 9113)","['Jaume Baixeries', 'Christian Sacarea', 'Manuel Ojeda-Aciego']",0.0,0,0,332,,1,Kindle Edition,,,https://www.goodreads.com/book/show/43288684-formal-concept-analysis?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1706
